1452211443	1
1452211872	-1
1452212010	-1
1452212043	1
1452212050	-1
1452212062	-1
1452212080	-1
1452212100	1
1452212117	1
1452212126	-1
1452212129	1
1452212215	1
1452212218	-1
1452212230	1
1452212591	1
1452212601	1
1452212653	1
1452214226	-1
1452214262	-1
1452214285	1
1452214330	-1
1452214343	-1
1452214488	-1
1452214593	1
1452214760	-1
1452215184	-1
1452215380	1
1452215882	1
1452216414	1
1452216696	1
1452217047	-1
1452217436	-1
1452217820	-1
1452218051	-1
1452218087	-1
1452218120	1
1452218142	-1
1452218162	-1
1452218250	1
1452218380	-1
1452218389	1
1452218422	1
1452218498	-1
1452218635	1
1452218714	1
1452218776	-1
1452219115	-1
1452219173	-1
1452219197	1
1452219216	1
1452219303	1
1452219353	-1
1452219378	1
1452219380	-1
1452219406	1
1452219491	1
1452219628	-1
1452219674	-1
1452219968	1
1452220097	1
1452220121	1
1452220136	-1
1452220141	-1
1452220163	-1
1452220176	1
1452220186	-1
1452220216	-1
1452220246	1
1452220273	-1
1452220273	-1
1452220283	-1
1452220344	1
1452220468	-1
1452220523	1
1452220527	1
1452220527	-1
1452220542	1
1452220548	1
1452220559	1
1452220572	1
1452220591	1
1452220599	-1
1452220603	1
1452220608	1
1452220612	-1
1452220630	1
1452220631	1
1452220661	1
1452220666	1
1452220678	1
1452220686	-1
1452220692	-1
1452220699	1
1452220699	-1
1452220730	1
1452220737	-1
1452220746	1
1452220751	-1
1452220753	1
1452220775	1
1452220781	1
1452220785	1
1452220804	1
1452220818	1
1452220819	1
1452220819	-1
1452220823	1
1452220910	-1
1452220918	1
1452220934	-1
1452220945	-1
1452220950	1
1452220994	1
1452221045	1
1452221053	1
1452221137	-1
1452221167	1
1452221192	1
1452221227	1
1452221271	-1
1452221273	-1
1452221289	-1
1452221289	-1
1452221333	-1
1452221349	1
1452221359	-1
1452221379	-1
1452221386	1
1452221465	1
1452221496	1
1452221502	1
1452221502	1
1452221512	1
1452221528	-1
1452221539	1
1452221539	1
1452221577	-1
1452221579	-1
1452221580	1
1452221582	-1
1452221605	1
1452221609	-1
1452221669	-1
1452221699	-1
1452221715	1
1452221722	-1
1452221728	-1
1452221734	-1
1452221737	1
1452221743	-1
1452221746	1
1452221748	-1
1452221786	1
1452221789	1
1452221790	-1
1452221794	1
1452221798	1
1452221799	1
1452221806	1
1452221813	-1
1452221816	1
1452221820	-1
1452221824	1
1452221829	-1
1452221833	-1
1452221834	1
1452221839	1
1452221864	-1
1452221866	1
1452221875	-1
1452221899	-1
1452221901	1
1452221908	1
1452221917	-1
1452221918	1
1452221922	1
1452221924	-1
1452221926	1
1452221930	-1
1452221931	1
1452221936	1
1452221953	1
1452221954	1
1452221960	1
1452221960	1
1452221961	-1
1452221961	1
1452221962	1
1452221965	-1
1452221966	-1
1452221975	1
1452221991	-1
1452221994	-1
1452221996	1
1452222000	-1
1452222012	1
1452222014	-1
1452222015	1
1452222024	-1
1452222025	-1
1452222026	1
1452222028	-1
1452222035	-1
1452222036	-1
1452222039	1
1452222044	1
1452222045	-1
1452222047	1
1452222051	-1
1452222051	1
1452222052	-1
1452222052	-1
1452222053	-1
1452222057	-1
1452222057	-1
1452222062	-1
1452222063	1
1452222064	-1
1452222065	-1
1452222066	1
1452222066	-1
1452222066	-1
1452222068	-1
1452222069	-1
1452222070	-1
1452222072	-1
1452222074	-1
1452222074	1
1452222075	-1
1452222076	-1
1452222077	-1
1452222078	-1
1452222079	-1
1452222079	-1
1452222080	-1
1452222081	-1
1452222082	-1
1452222083	1
1452222084	-1
1452222084	-1
1452222084	1
1452222084	-1
1452222084	1
1452222085	-1
1452222086	-1
1452222087	-1
1452222088	-1
1452222090	-1
1452222091	-1
1452222091	-1
1452222091	1
1452222093	-1
1452222094	-1
1452222094	-1
1452222095	-1
1452222096	-1
1452222096	-1
1452222097	1
1452222101	-1
1452222102	1
1452222103	-1
1452222106	1
1452222106	1
1452222107	-1
1452222107	1
1452222108	-1
1452222110	-1
1452222110	-1
1452222113	1
1452222114	-1
1452222116	1
1452222116	1
1452222118	1
1452222119	1
1452222121	-1
1452222122	1
1452222123	-1
1452222124	-1
1452222125	-1
1452222125	-1
1452222127	1
1452222127	1
1452222127	-1
1452222128	1
1452222128	-1
1452222129	-1
1452222130	-1
1452222134	1
1452222136	1
1452222136	1
1452222137	1
1452222138	1
1452222139	1
1452222139	1
1452222140	-1
1452222140	-1
1452222141	1
1452222141	1
1452222144	1
1452222145	-1
1452222145	1
1452222146	1
1452222149	1
1452222149	-1
1452222151	-1
1452222151	1
1452222151	-1
1452222153	1
1452222153	-1
1452222158	1
1452222158	1
1452222159	-1
1452222159	-1
1452222159	-1
1452222161	-1
1452222161	1
1452222162	-1
1452222166	-1
1452222167	1
1452222168	1
1452222168	1
1452222170	1
1452222174	-1
1452222175	1
1452222176	1
1452222176	-1
1452222178	-1
1452222178	1
1452222178	1
1452222179	-1
1452222180	-1
1452222183	-1
1452222183	-1
1452222183	1
1452222184	-1
1452222187	1
1452222188	-1
1452222189	1
1452222189	-1
1452222190	-1
1452222190	1
1452222191	-1
1452222191	1
1452222195	-1
1452222197	-1
1452222197	-1
1452222198	-1
1452222198	1
1452222198	1
1452222199	-1
1452222202	-1
1452222203	1
1452222203	-1
1452222204	1
1452222205	-1
1452222207	1
1452222207	1
1452222208	1
1452222209	-1
1452222210	1
1452222210	-1
1452222214	-1
1452222214	-1
1452222218	-1
1452222218	-1
1452222218	-1
1452222220	-1
1452222221	1
1452222222	1
1452222223	-1
1452222225	-1
1452222226	1
1452222226	-1
1452222226	-1
1452222229	-1
1452222229	-1
1452222230	-1
1452222231	1
1452222231	-1
1452222232	1
1452222233	1
1452222234	-1
1452222235	1
1452222236	-1
1452222240	1
1452222241	1
1452222241	-1
1452222241	1
1452222244	-1
1452222244	-1
1452222246	1
1452222247	1
1452222250	1
1452222250	1
1452222253	-1
1452222254	1
1452222254	-1
1452222256	1
1452222256	-1
1452222257	1
1452222259	1
1452222260	-1
1452222260	1
1452222262	1
1452222262	-1
1452222263	-1
1452222264	-1
1452222264	1
1452222264	1
1452222265	1
1452222266	-1
1452222266	-1
1452222267	1
1452222267	1
1452222271	-1
1452222272	-1
1452222273	-1
1452222273	1
1452222273	-1
1452222276	-1
1452222277	1
1452222277	-1
1452222277	-1
1452222277	1
1452222280	-1
1452222284	-1
1452222284	1
1452222284	1
1452222284	1
1452222285	-1
1452222285	1
1452222286	1
1452222287	-1
1452222287	-1
1452222288	1
1452222288	-1
1452222291	1
1452222291	-1
1452222292	1
1452222294	1
1452222294	-1
1452222296	1
1452222296	1
1452222298	-1
1452222302	-1
1452222302	1
1452222302	1
1452222302	1
1452222303	-1
1452222304	1
1452222305	1
1452222305	-1
1452222305	1
1452222309	1
1452222310	1
1452222313	1
1452222315	-1
1452222317	-1
1452222319	1
1452222321	-1
1452222321	-1
1452222322	-1
1452222322	1
1452222323	1
1452222326	1
1452222328	1
1452222328	1
1452222331	1
1452222331	-1
1452222332	-1
1452222333	1
1452222333	1
1452222335	1
1452222336	1
1452222337	1
1452222338	1
1452222341	1
1452222341	1
1452222341	1
1452222342	1
1452222343	1
1452222344	1
1452222345	-1
1452222346	1
1452222347	1
1452222349	1
1452222352	-1
1452222353	1
1452222355	1
1452222355	1
1452222356	-1
1452222357	-1
1452222357	1
1452222357	-1
1452222359	-1
1452222360	1
1452222360	-1
1452222361	1
1452222361	-1
1452222362	-1
1452222363	-1
1452222364	1
1452222365	-1
1452222365	1
1452222368	-1
1452222369	-1
1452222369	1
1452222370	-1
1452222370	1
1452222371	1
1452222371	-1
1452222373	-1
1452222374	-1
1452222374	1
1452222374	1
1452222375	-1
1452222376	-1
1452222376	-1
1452222378	1
1452222380	1
1452222381	-1
1452222383	1
1452222384	1
1452222385	-1
1452222385	-1
1452222386	1
1452222386	-1
1452222388	1
1452222388	-1
1452222389	-1
1452222389	-1
1452222391	1
1452222392	-1
1452222392	1
1452222393	1
1452222394	-1
1452222398	1
1452222400	1
1452222400	1
1452222400	1
1452222400	-1
1452222401	1
1452222402	-1
1452222402	-1
1452222402	1
1452222403	-1
1452222403	1
1452222403	-1
1452222404	-1
1452222404	-1
1452222406	-1
1452222406	-1
1452222406	1
1452222407	1
1452222407	-1
1452222408	1
1452222411	1
1452222412	1
1452222413	-1
1452222415	1
1452222415	-1
1452222416	-1
1452222417	-1
1452222417	1
1452222417	1
1452222419	-1
1452222419	1
1452222419	-1
1452222420	-1
1452222423	1
1452222423	-1
1452222424	-1
1452222424	1
1452222426	-1
1452222427	-1
1452222427	1
1452222428	1
1452222428	1
1452222428	1
1452222428	1
1452222428	1
1452222430	1
1452222431	1
1452222431	-1
1452222432	1
1452222432	-1
1452222433	1
1452222434	-1
1452222434	-1
1452222435	-1
1452222435	1
1452222435	1
1452222436	1
1452222437	-1
1452222438	-1
1452222438	1
1452222440	1
1452222441	-1
1452222441	1
1452222443	1
1452222443	1
1452222445	1
1452222445	1
1452222446	1
1452222446	1
1452222446	1
1452222447	1
1452222449	-1
1452222449	1
1452222449	1
1452222449	1
1452222450	-1
1452222450	1
1452222450	-1
1452222450	1
1452222451	-1
1452222452	-1
1452222452	-1
1452222453	1
1452222453	-1
1452222454	-1
1452222454	1
1452222456	1
1452222456	-1
1452222457	1
1452222457	1
1452222458	1
1452222458	1
1452222458	-1
1452222460	1
1452222462	-1
1452222462	1
1452222462	-1
1452222463	-1
1452222463	-1
1452222464	1
1452222465	1
1452222465	1
1452222465	-1
1452222466	1
1452222467	-1
1452222467	1
1452222467	-1
1452222468	1
1452222469	1
1452222469	1
1452222470	1
1452222470	1
1452222471	1
1452222471	-1
1452222473	-1
1452222473	-1
1452222474	1
1452222474	1
1452222474	1
1452222475	1
1452222475	-1
1452222475	1
1452222475	1
1452222475	-1
1452222475	-1
